08:02:35 [AI Object Patrol] Generating an example config...
08:03:55 [Expansion Quests] - SetupClientData - Loaded existing player quest data for player with UID: VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=
08:03:55 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 20 - Creator UID: VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=
08:03:55 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 23 - Creator UID: VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=
08:03:55 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 11 - Creator UID: VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=
08:03:55 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 12 - Creator UID: VdQMzQXeHHOFLSE_1rZsNZwA13odSwsy4R1-udi8Yjs=
08:04:00 [Expansion Quests] - SetupClientData - Loaded existing player quest data for player with UID: 4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=
08:04:00 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 23 - Creator UID: 4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=
08:04:00 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 82 - Creator UID: 4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=
08:04:22 [Expansion Quests] - SetupClientData - Loaded existing player quest data for player with UID: iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=
08:04:22 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 20 - Creator UID: iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=
08:04:22 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 23 - Creator UID: iyN6JbNqEvHMp_A5zeXvCmCy1_EaihIFwZocZ4y6-LM=
08:04:38 [VehicleCarKey] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ= pos=<3933.479736, 19.698215, 5005.618652>) used the  ExpansionCarKey to unlock a Sedan_02
10:39:32 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mmg_balaclava_multicam x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 300.
10:39:33 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mmg_bottle_dark_woodland x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:39:33 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mmg_bottle_dark_woodland x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 250.
10:39:36 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mmg_facemask_erdl x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:39:36 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mmg_facemask_erdl x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 300.
10:39:37 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mmg_facemask_multicam_tropic x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:39:37 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mmg_facemask_multicam_tropic x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 300.
10:39:38 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mmg_mag_pouch_ucp x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:39:39 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mmg_mag_pouch_ucp x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 200.
10:39:40 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mmg_operatorshirt_black x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:39:40 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mmg_operatorshirt_black x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 500.
10:39:41 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mmg_boonie_erdl x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:39:41 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mmg_boonie_erdl x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 300.
10:39:42 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mmg_boonie_multicam_tropic x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:39:42 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mmg_boonie_multicam_tropic x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 300.
10:39:42 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mmg_tt_vest_multicam x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:39:43 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mmg_tt_vest_multicam x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1000.
10:39:43 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mmg_tt_vest_multicamblack x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:39:43 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mmg_tt_vest_multicamblack x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1000.
10:39:44 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mmg_tactical_pants_black x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:39:44 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mmg_tactical_pants_black x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 500.
10:39:45 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mmg_triple_magpouch_atacs x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:39:45 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mmg_triple_magpouch_atacs x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 200.
10:39:52 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mad_ghilliesuit_unicorn x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:39:52 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mad_ghilliesuit_unicorn x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1200.
10:39:53 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mad_ghilliesuit_black x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:39:53 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mad_ghilliesuit_black x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1200.
10:40:02 [Expansion Quests] - SetupClientData - Got cached player quest data for player with UID: _uJkEyflAFEKMpkKqdLWoQHEfGiapl6KlgBZ_xRI58A=
10:40:05 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mad_ghilliesuit_lightpink x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:40:05 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mad_ghilliesuit_lightpink x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 1200.
10:40:31 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mmg_mag_pouch_atacs x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:40:31 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mmg_mag_pouch_atacs x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 200.
10:40:32 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mmg_facemask_black x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:40:32 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mmg_facemask_black x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 300.
10:42:27 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell ragged_eyepatch x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:42:27 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold ragged_eyepatch x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 600.
10:42:28 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell ragged_eyepatch x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:42:28 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold ragged_eyepatch x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 600.
10:42:33 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mmg_ammo_pouch_olive x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:42:33 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mmg_ammo_pouch_olive x1 at the trader "Clothing (Linda [#STR_EXPANSION_MARKET_TRADER_CLOTHING])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 200.
10:44:09 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell twp_m16_mag_20rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:44:09 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold twp_m16_mag_20rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 188.
10:44:10 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell twp_rk62_mag_30rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
10:44:10 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold twp_rk62_mag_30rnd x1 at the trader "Attachments (Oliver [#STR_EXPANSION_MARKET_TRADER_ATTACHMENTS])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 356.
10:44:25 [ATM Locker] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has deposited 60870 on his ATM account.
10:45:31 [Safezone] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0= pos=<2661.178223, 24.704493, 6040.693359>) Left the safezone
10:45:47 [Expansion Quests] - CreateQuestInstance - Created new quest instance for player with UID OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0= for quest 28
10:45:47 [Expansion Quests] - ExpansionQuest - Quest owner ID: OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=
10:45:47 [Expansion Quests] - ExpansionQuest - Quest ID: 28
10:45:47 [Expansion Quests] - ExpansionQuest - Quest state: 1
10:45:47 [Expansion Quests] - ExpansionQuest - Quest completed: false
10:45:54 [Expansion Quests] - CompleteQuest - Player with UID OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0= has completed quest 28
10:45:54 [Expansion Quests] - ExpansionQuest - Quest owner ID: OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=
10:45:54 [Expansion Quests] - ExpansionQuest - Quest ID: 28
10:45:54 [Expansion Quests] - ExpansionQuest - Quest state: 3
10:45:54 [Expansion Quests] - ExpansionQuest - Quest completed: true
10:46:03 [Expansion Quests] - CreateQuestInstance - Created new quest instance for player with UID OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0= for quest 44
10:46:03 [Expansion Quests] - ExpansionQuest - Quest owner ID: OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=
10:46:03 [Expansion Quests] - ExpansionQuest - Quest ID: 44
10:46:03 [Expansion Quests] - ExpansionQuest - Quest state: 1
10:46:03 [Expansion Quests] - ExpansionQuest - Quest completed: false
10:46:13 [Expansion Quests] - CompleteQuest - Player with UID OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0= has completed quest 44
10:46:13 [Expansion Quests] - ExpansionQuest - Quest owner ID: OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=
10:46:13 [Expansion Quests] - ExpansionQuest - Quest ID: 44
10:46:13 [Expansion Quests] - ExpansionQuest - Quest state: 3
10:46:13 [Expansion Quests] - ExpansionQuest - Quest completed: true
10:46:25 [Safezone] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0= pos=<9945.599609, 10.804393, 5353.413086>) Entered the safezone
10:46:36 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell ammo_40mm_smoke_green x1 at the trader "Blacktrader (Elias [Smuggler Trader])" in market zone "OUTLIVE Smuggler Trader" (pos=<9945.549805, 36.532902, 5359.779785>).
10:46:36 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold ammo_40mm_smoke_green x1 at the trader "Blacktrader (Elias [Smuggler Trader])" in market zone "OUTLIVE Smuggler Trader" (pos=<9945.549805, 36.532902, 5359.779785>) and got 450.
10:46:37 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell rgd5grenade x1 at the trader "Blacktrader (Elias [Smuggler Trader])" in market zone "OUTLIVE Smuggler Trader" (pos=<9945.549805, 36.532902, 5359.779785>).
10:46:37 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold rgd5grenade x1 at the trader "Blacktrader (Elias [Smuggler Trader])" in market zone "OUTLIVE Smuggler Trader" (pos=<9945.549805, 36.532902, 5359.779785>) and got 350.
10:47:17 [ATM Locker] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has deposited 35800 on his ATM account.
10:47:46 [MissionAirdrop] An airdrop is heading towards "Airport" (pos=<8307.879883, 0.000000, 924.599976> type=Random_Airport) with a ExpansionAirdropContainer_Medical
10:55:13 [Safezone] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0= pos=<7173.209961, 70.820503, 8125.201172>) Left the safezone
10:55:30 [Expansion Quests] - CreateQuestInstance - Created new quest instance for player with UID OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0= for quest 82
10:55:30 [Expansion Quests] - ExpansionQuest - Quest owner ID: OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=
10:55:30 [Expansion Quests] - ExpansionQuest - Quest ID: 82
10:55:30 [Expansion Quests] - ExpansionQuest - Quest state: 1
10:55:30 [Expansion Quests] - ExpansionQuest - Quest completed: false
10:56:19 [Expansion Quests] - CreateQuestInstance - Created new quest instance for player with UID OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0= for quest 11
10:56:19 [Expansion Quests] - ExpansionQuest - Quest owner ID: OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=
10:56:19 [Expansion Quests] - ExpansionQuest - Quest ID: 11
10:56:19 [Expansion Quests] - ExpansionQuest - Quest state: 1
10:56:19 [Expansion Quests] - ExpansionQuest - Quest completed: false
10:57:30 [Expansion Quests] - CompleteQuest - Player with UID OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0= has completed quest 11
10:57:30 [Expansion Quests] - ExpansionQuest - Quest owner ID: OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=
10:57:30 [Expansion Quests] - ExpansionQuest - Quest ID: 11
10:57:30 [Expansion Quests] - ExpansionQuest - Quest state: 3
10:57:30 [Expansion Quests] - ExpansionQuest - Quest completed: true
10:58:39 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
10:58:39 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
10:58:55 [Safezone] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0= pos=<4299.283203, 6.298898, 4174.709961>) Entered the safezone
10:59:45 [Safezone] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0= pos=<4253.516113, 9.680931, 4162.958008>) Entered the safezone
10:59:45 [Expansion Quests] - SetupClientData - Got cached player quest data for player with UID: OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=
11:00:14 [Safezone] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0= pos=<6352.792969, 12.282818, 9708.508789>) Left the safezone
11:02:01 [Safezone] Player "Banderas" (id=4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ= pos=<4202.857910, 13.739835, 4129.847656>) Entered the safezone
11:02:01 [Expansion Quests] - SetupClientData - Got cached player quest data for player with UID: 4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=
11:02:01 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 23 - Creator UID: 4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=
11:02:01 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 3 - Creator UID: 4J1ZKcwA-26L3HgU5BJNo7WcyuiqX0LXnszrWFv9hmQ=
11:03:48 [Safezone] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0= pos=<4216.129883, 11.301075, 4140.729980>) Entered the safezone
11:04:06 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mad_energydrink_unicorn x1 at the trader "Consumables (Naomi [#STR_EXPANSION_MARKET_TRADER_CONSUMABLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
11:04:06 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mad_energydrink_unicorn x1 at the trader "Consumables (Naomi [#STR_EXPANSION_MARKET_TRADER_CONSUMABLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 125.
11:04:06 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mad_energydrink_unicorn x1 at the trader "Consumables (Naomi [#STR_EXPANSION_MARKET_TRADER_CONSUMABLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
11:04:07 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has sold mad_energydrink_unicorn x1 at the trader "Consumables (Naomi [#STR_EXPANSION_MARKET_TRADER_CONSUMABLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 125.
11:04:07 [Market] Player "MADness" (id=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=) has send a requested to sell mad_energydrink_unicorn x1 at the trader "Consumables (Naomi [#STR_EXPANSION_MARKET_TRADER_CONSUMABLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
